52.34.92.178,192.168.2.183,91178,0,1551866348
192.168.2.69,52.114.88.20,91212,443,1551919647
192.168.2.106,52.94.232.32,91178,443,1551907623
192.168.2.188,74.125.21.155,91126,443,1551936458
fe80::8ceb:2ec8:7416:7cde,ff02::000c,154,0,1551929220
192.168.2.69,239.255.255.250,91219,0,1551908443
fe80::2ddf:1bff:b833:8f4f,ff02::0001:0002,103,0,1551836383
192.168.2.130,157.56.106.184,91212,0,1551790092
34.208.208.167,192.168.2.153,7178,0,1551835561
192.168.2.135,216.58.203.131,188239,0,1551876952
192.168.2.76,35.224.99.156,70,80,1551875303
192.168.2.87,52.229.174.29,91212,443,1551912444
192.168.2.51,192.168.2.2,154,443,1551842848
52.219.62.45,192.168.2.89,91178,443,1551795761
52.114.75.79,192.168.2.130,91212,0,1551855732
192.168.2.89,239.255.255.250,12,0,1551865547
192.168.2.236,13.107.18.254,12,443,1551885187
192.168.2.9,192.168.56.1,10,0,1551839614
192.168.2.77,23.212.233.164,91126,0,1551871693
192.168.2.140,151.101.1.140,91126,0,1551940452
13.107.3.128,192.168.2.247,91125,0,1551877876
192.168.2.77,96.7.51.24,91219,0,1551932420
192.168.2.96,17.248.162.38,91238,0,1551874401
192.168.2.95,52.214.130.127,5212,443,1551925215
192.168.2.61,13.35.225.232,5,443,1551867943
192.168.2.102,13.35.227.64,7178,443,1551934828
192.168.2.69,239.255.255.250,768,0,1551908443
192.168.2.89,74.125.200.188,91239,443,1551865547
192.168.2.95,157.240.25.20,91119,443,1551830705
192.168.2.57,20.190.140.100,91219,443,1551898804
192.168.2.77,23.198.65.173,70,0,1551910028
192.168.2.203,40.67.251.132,568,0,1551868923
192.168.2.105,52.97.146.178,5,443,1551884375
192.168.2.96,157.240.7.26,91119,443,1551902811
192.168.2.101,172.82.241.225,5,443,1551929220
192.168.2.104,217.182.199.184,568,443,1551921236
192.168.2.94,119.161.10.12,5219,443,1551868923
192.168.2.51,52.109.88.38,91219,443,1551934828
192.168.2.87,54.200.203.45,91219,443,1551931630
192.168.2.86,40.100.29.210,91219,443,1551929220
192.168.2.114,115.129.77.4,91126,139,1551940452
192.168.2.143,4.2.2.2,5,0,1551870793
